date,state,district,market,crop_name,demand_quantity
2026-07-13,Madhya Pradesh,Bhopal,Bhopal,Soybean,1146.4
2026-07-14,Madhya Pradesh,Bhopal,Bhopal,Soybean,1265.77
2026-07-15,Madhya Pradesh,Bhopal,Bhopal,Soybean,1402.15
2026-07-16,Madhya Pradesh,Bhopal,Bhopal,Soybean,1316.65
2026-07-17,Madhya Pradesh,Bhopal,Bhopal,Soybean,1272.76
2026-07-18,Madhya Pradesh,Bhopal,Bhopal,Soybean,1381.01
2026-07-19,Madhya Pradesh,Bhopal,Bhopal,Soybean,1392.23
2026-07-20,Madhya Pradesh,Bhopal,Bhopal,Soybean,1122.6
2026-07-21,Madhya Pradesh,Bhopal,Bhopal,Soybean,1357.42
2026-07-22,Madhya Pradesh,Bhopal,Bhopal,Soybean,1409.16
2026-07-23,Madhya Pradesh,Bhopal,Bhopal,Soybean,1474.16
2026-07-24,Madhya Pradesh,Bhopal,Bhopal,Soybean,1510.25
2026-07-25,Madhya Pradesh,Bhopal,Bhopal,Soybean,1561.12
2026-07-26,Madhya Pradesh,Bhopal,Bhopal,Soybean,1260.08
2026-07-27,Madhya Pradesh,Bhopal,Bhopal,Soybean,1263.38
2026-07-28,Madhya Pradesh,Bhopal,Bhopal,Soybean,1226.85
2026-07-29,Madhya Pradesh,Bhopal,Bhopal,Soybean,1312.39
2026-07-30,Madhya Pradesh,Bhopal,Bhopal,Soybean,1506.52
2026-07-31,Madhya Pradesh,Bhopal,Bhopal,Soybean,1241.2
2026-08-01,Madhya Pradesh,Bhopal,Bhopal,Soybean,1251.71
2026-08-02,Madhya Pradesh,Bhopal,Bhopal,Soybean,1395.4
2026-08-03,Madhya Pradesh,Bhopal,Bhopal,Soybean,1323.07
2026-08-04,Madhya Pradesh,Bhopal,Bhopal,Soybean,1213.18
2026-08-05,Madhya Pradesh,Bhopal,Bhopal,Soybean,1370.09
2026-08-06,Madhya Pradesh,Bhopal,Bhopal,Soybean,1372.57
2026-08-07,Madhya Pradesh,Bhopal,Bhopal,Soybean,1492.06
2026-08-08,Madhya Pradesh,Bhopal,Bhopal,Soybean,1319.63
2026-08-09,Madhya Pradesh,Bhopal,Bhopal,Soybean,1344.6
2026-08-10,Madhya Pradesh,Bhopal,Bhopal,Soybean,1442.61
2026-08-11,Madhya Pradesh,Bhopal,Bhopal,Soybean,1278.81
2026-08-12,Madhya Pradesh,Bhopal,Bhopal,Soybean,1279.32
2026-08-13,Madhya Pradesh,Bhopal,Bhopal,Soybean,1389.13
2026-08-14,Madhya Pradesh,Bhopal,Bhopal,Soybean,1298.0
2026-08-15,Madhya Pradesh,Bhopal,Bhopal,Soybean,1511.85
2026-08-16,Madhya Pradesh,Bhopal,Bhopal,Soybean,1253.69
2026-08-17,Madhya Pradesh,Bhopal,Bhopal,Soybean,1178.76
2026-08-18,Madhya Pradesh,Bhopal,Bhopal,Soybean,1140.92
2026-08-19,Madhya Pradesh,Bhopal,Bhopal,Soybean,1355.65
2026-08-20,Madhya Pradesh,Bhopal,Bhopal,Soybean,1385.25
2026-08-21,Madhya Pradesh,Bhopal,Bhopal,Soybean,1270.13
2026-08-22,Madhya Pradesh,Bhopal,Bhopal,Soybean,1331.58
2026-08-23,Madhya Pradesh,Bhopal,Bhopal,Soybean,1094.44
2026-08-24,Madhya Pradesh,Bhopal,Bhopal,Soybean,1203.37
2026-08-25,Madhya Pradesh,Bhopal,Bhopal,Soybean,1236.22
2026-08-26,Madhya Pradesh,Bhopal,Bhopal,Soybean,1393.97
2026-08-27,Madhya Pradesh,Bhopal,Bhopal,Soybean,1222.28
2026-08-28,Madhya Pradesh,Bhopal,Bhopal,Soybean,1185.66
2026-08-29,Madhya Pradesh,Bhopal,Bhopal,Soybean,1187.47
2026-08-30,Madhya Pradesh,Bhopal,Bhopal,Soybean,1098.14
2026-08-31,Madhya Pradesh,Bhopal,Bhopal,Soybean,1286.57
2025-01-01,Maharashtra,Pune,Pune,Tomato,1784.53
2025-01-02,Maharashtra,Pune,Pune,Tomato,1715.45
2025-01-03,Maharashtra,Pune,Pune,Tomato,1843.58
2025-01-04,Maharashtra,Pune,Pune,Tomato,1674.97
2025-01-05,Maharashtra,Pune,Pune,Tomato,1582.95
2025-01-06,Maharashtra,Pune,Pune,Tomato,1517.75
2025-01-07,Maharashtra,Pune,Pune,Tomato,1540.08
2025-01-08,Maharashtra,Pune,Pune,Tomato,1465.03
2025-01-09,Maharashtra,Pune,Pune,Tomato,1743.84
2025-01-10,Maharashtra,Pune,Pune,Tomato,1728.11
2025-01-11,Maharashtra,Pune,Pune,Tomato,1781.44
2025-01-12,Maharashtra,Pune,Pune,Tomato,1636.42
2025-01-13,Maharashtra,Pune,Pune,Tomato,1567.21
2025-01-14,Maharashtra,Pune,Pune,Tomato,1507.91
2025-01-15,Maharashtra,Pune,Pune,Tomato,1684.27
2025-01-16,Maharashtra,Pune,Pune,Tomato,1836.37
2025-01-17,Maharashtra,Pune,Pune,Tomato,1625.77
2025-01-18,Maharashtra,Pune,Pune,Tomato,1736.89
2025-01-19,Maharashtra,Pune,Pune,Tomato,1684.53
2025-01-20,Maharashtra,Pune,Pune,Tomato,1534.77
2025-01-21,Maharashtra,Pune,Pune,Tomato,1569.41
2025-01-22,Maharashtra,Pune,Pune,Tomato,1735.44
2025-01-23,Maharashtra,Pune,Pune,Tomato,1638.14
2025-01-24,Maharashtra,Pune,Pune,Tomato,1844.64
2025-01-25,Maharashtra,Pune,Pune,Tomato,1648.42
2025-01-26,Maharashtra,Pune,Pune,Tomato,1813.89
2025-01-27,Maharashtra,Pune,Pune,Tomato,1915.11
2025-01-28,Maharashtra,Pune,Pune,Tomato,1566.26
2025-01-29,Maharashtra,Pune,Pune,Tomato,1803.84
2025-01-30,Maharashtra,Pune,Pune,Tomato,1719.13
2025-01-31,Maharashtra,Pune,Pune,Tomato,1966.12
2025-02-01,Maharashtra,Pune,Pune,Tomato,1631.14
2025-02-02,Maharashtra,Pune,Pune,Tomato,1775.55
2025-02-03,Maharashtra,Pune,Pune,Tomato,1571.92
2025-02-04,Maharashtra,Pune,Pune,Tomato,1670.63
2025-02-05,Maharashtra,Pune,Pune,Tomato,1640.64
2025-02-06,Maharashtra,Pune,Pune,Tomato,1947.61
2025-02-07,Maharashtra,Pune,Pune,Tomato,1753.78
2025-02-08,Maharashtra,Pune,Pune,Tomato,1889.22
2025-02-09,Maharashtra,Pune,Pune,Tomato,1703.5
2025-02-10,Maharashtra,Pune,Pune,Tomato,1687.35
2025-02-11,Maharashtra,Pune,Pune,Tomato,1739.75
2025-02-12,Maharashtra,Pune,Pune,Tomato,1700.03
2025-02-13,Maharashtra,Pune,Pune,Tomato,1897.44
2025-02-14,Maharashtra,Pune,Pune,Tomato,2093.76
2025-02-15,Maharashtra,Pune,Pune,Tomato,1745.58
2025-02-16,Maharashtra,Pune,Pune,Tomato,1916.57
2025-02-17,Maharashtra,Pune,Pune,Tomato,1906.65
2025-02-18,Maharashtra,Pune,Pune,Tomato,1646.8
2025-02-19,Maharashtra,Pune,Pune,Tomato,1635.61
2025-02-20,Maharashtra,Pune,Pune,Tomato,1935.91
2025-02-21,Maharashtra,Pune,Pune,Tomato,1843.52
2025-02-22,Maharashtra,Pune,Pune,Tomato,2115.62
2025-02-23,Maharashtra,Pune,Pune,Tomato,1799.0
2025-02-24,Maharashtra,Pune,Pune,Tomato,1649.88
2025-02-25,Maharashtra,Pune,Pune,Tomato,1626.76
2025-02-26,Maharashtra,Pune,Pune,Tomato,1984.5
2025-02-27,Maharashtra,Pune,Pune,Tomato,1842.32
2025-02-28,Maharashtra,Pune,Pune,Tomato,1945.94
2025-03-01,Maharashtra,Pune,Pune,Tomato,2019.56
2025-03-02,Maharashtra,Pune,Pune,Tomato,1753.77
2025-03-03,Maharashtra,Pune,Pune,Tomato,1762.07
2025-03-04,Maharashtra,Pune,Pune,Tomato,1786.23
2025-03-05,Maharashtra,Pune,Pune,Tomato,1952.86
2025-03-06,Maharashtra,Pune,Pune,Tomato,2019.45
2025-03-07,Maharashtra,Pune,Pune,Tomato,1929.73
2025-03-08,Maharashtra,Pune,Pune,Tomato,1920.41
2025-03-09,Maharashtra,Pune,Pune,Tomato,1785.34
2025-03-10,Maharashtra,Pune,Pune,Tomato,1599.99
2025-03-11,Maharashtra,Pune,Pune,Tomato,1837.41
2025-03-12,Maharashtra,Pune,Pune,Tomato,2129.57
2025-03-13,Maharashtra,Pune,Pune,Tomato,1835.21
2025-03-14,Maharashtra,Pune,Pune,Tomato,1869.6
2025-03-15,Maharashtra,Pune,Pune,Tomato,1810.12
2025-03-16,Maharashtra,Pune,Pune,Tomato,1941.35
2025-03-17,Maharashtra,Pune,Pune,Tomato,1854.77
2025-03-18,Maharashtra,Pune,Pune,Tomato,1798.11
2025-03-19,Maharashtra,Pune,Pune,Tomato,1772.26
2025-03-20,Maharashtra,Pune,Pune,Tomato,1982.46
2025-03-21,Maharashtra,Pune,Pune,Tomato,1771.76
2025-03-22,Maharashtra,Pune,Pune,Tomato,1959.37
2025-03-23,Maharashtra,Pune,Pune,Tomato,1972.32
2025-03-24,Maharashtra,Pune,Pune,Tomato,1650.38
2025-03-25,Maharashtra,Pune,Pune,Tomato,1632.26
2025-03-26,Maharashtra,Pune,Pune,Tomato,2114.51
2025-03-27,Maharashtra,Pune,Pune,Tomato,1894.85
2025-03-28,Maharashtra,Pune,Pune,Tomato,2158.1
2025-03-29,Maharashtra,Pune,Pune,Tomato,1927.58
2025-03-30,Maharashtra,Pune,Pune,Tomato,1845.58
2025-03-31,Maharashtra,Pune,Pune,Tomato,1871.66
2025-04-01,Maharashtra,Pune,Pune,Tomato,1721.55
2025-04-02,Maharashtra,Pune,Pune,Tomato,1928.19
2025-04-03,Maharashtra,Pune,Pune,Tomato,1932.78
2025-04-04,Maharashtra,Pune,Pune,Tomato,1819.52
2025-04-05,Maharashtra,Pune,Pune,Tomato,1999.77
2025-04-06,Maharashtra,Pune,Pune,Tomato,1836.57
2025-04-07,Maharashtra,Pune,Pune,Tomato,1799.63
2025-04-08,Maharashtra,Pune,Pune,Tomato,1682.62
2025-04-09,Maharashtra,Pune,Pune,Tomato,2126.46
2025-04-10,Maharashtra,Pune,Pune,Tomato,2110.25
2025-04-11,Maharashtra,Pune,Pune,Tomato,2142.18
2025-04-12,Maharashtra,Pune,Pune,Tomato,1913.15
2025-04-13,Maharashtra,Pune,Pune,Tomato,1645.25
2025-04-14,Maharashtra,Pune,Pune,Tomato,2068.67
2025-04-15,Maharashtra,Pune,Pune,Tomato,1830.25
2025-04-16,Maharashtra,Pune,Pune,Tomato,1812.31
2025-04-17,Maharashtra,Pune,Pune,Tomato,2044.88
2025-04-18,Maharashtra,Pune,Pune,Tomato,2168.67
2025-04-19,Maharashtra,Pune,Pune,Tomato,1949.45
2025-04-20,Maharashtra,Pune,Pune,Tomato,2036.36
2025-04-21,Maharashtra,Pune,Pune,Tomato,1954.46
2025-04-22,Maharashtra,Pune,Pune,Tomato,1696.22
2025-04-23,Maharashtra,Pune,Pune,Tomato,1818.24
2025-04-24,Maharashtra,Pune,Pune,Tomato,2114.74
2025-04-25,Maharashtra,Pune,Pune,Tomato,1619.66
2025-04-26,Maharashtra,Pune,Pune,Tomato,1926.29
2025-04-27,Maharashtra,Pune,Pune,Tomato,1676.31
2025-04-28,Maharashtra,Pune,Pune,Tomato,1749.87
2025-04-29,Maharashtra,Pune,Pune,Tomato,1789.2
2025-04-30,Maharashtra,Pune,Pune,Tomato,1852.8
2025-05-01,Maharashtra,Pune,Pune,Tomato,1897.02
2025-05-02,Maharashtra,Pune,Pune,Tomato,1837.28
2025-05-03,Maharashtra,Pune,Pune,Tomato,2248.03
2025-05-04,Maharashtra,Pune,Pune,Tomato,2095.69
2025-05-05,Maharashtra,Pune,Pune,Tomato,1654.12
2025-05-06,Maharashtra,Pune,Pune,Tomato,2018.47
2025-05-07,Maharashtra,Pune,Pune,Tomato,1836.53
2025-05-08,Maharashtra,Pune,Pune,Tomato,1979.05
2025-05-09,Maharashtra,Pune,Pune,Tomato,1968.78
2025-05-10,Maharashtra,Pune,Pune,Tomato,1835.64
2025-05-11,Maharashtra,Pune,Pune,Tomato,1967.58
2025-05-12,Maharashtra,Pune,Pune,Tomato,1803.67
2025-05-13,Maharashtra,Pune,Pune,Tomato,1743.82
2025-05-14,Maharashtra,Pune,Pune,Tomato,1703.93
2025-05-15,Maharashtra,Pune,Pune,Tomato,1824.39
2025-05-16,Maharashtra,Pune,Pune,Tomato,1736.37
2025-05-17,Maharashtra,Pune,Pune,Tomato,1910.37
2025-05-18,Maharashtra,Pune,Pune,Tomato,1672.39
2025-05-19,Maharashtra,Pune,Pune,Tomato,1739.5
2025-05-20,Maharashtra,Pune,Pune,Tomato,1959.47
2025-05-21,Maharashtra,Pune,Pune,Tomato,2014.13
2025-05-22,Maharashtra,Pune,Pune,Tomato,1923.66
2025-05-23,Maharashtra,Pune,Pune,Tomato,1931.25
2025-05-24,Maharashtra,Pune,Pune,Tomato,2138.89
2025-05-25,Maharashtra,Pune,Pune,Tomato,1873.03
2025-05-26,Maharashtra,Pune,Pune,Tomato,1714.21
2025-05-27,Maharashtra,Pune,Pune,Tomato,1592.86
2025-05-28,Maharashtra,Pune,Pune,Tomato,1889.22
2025-05-29,Maharashtra,Pune,Pune,Tomato,2018.02
2025-05-30,Maharashtra,Pune,Pune,Tomato,1836.86
2025-05-31,Maharashtra,Pune,Pune,Tomato,1907.21
2025-06-01,Maharashtra,Pune,Pune,Tomato,1741.21
2025-06-02,Maharashtra,Pune,Pune,Tomato,1711.93
2025-06-03,Maharashtra,Pune,Pune,Tomato,1444.25
2025-06-04,Maharashtra,Pune,Pune,Tomato,1788.49
2025-06-05,Maharashtra,Pune,Pune,Tomato,2012.17
2025-06-06,Maharashtra,Pune,Pune,Tomato,1814.43
2025-06-07,Maharashtra,Pune,Pune,Tomato,1852.73
2025-06-08,Maharashtra,Pune,Pune,Tomato,1670.88
2025-06-09,Maharashtra,Pune,Pune,Tomato,1755.4
2025-06-10,Maharashtra,Pune,Pune,Tomato,1700.09
2025-06-11,Maharashtra,Pune,Pune,Tomato,1675.12
2025-06-12,Maharashtra,Pune,Pune,Tomato,2032.88
2025-06-13,Maharashtra,Pune,Pune,Tomato,1994.79
2025-06-14,Maharashtra,Pune,Pune,Tomato,1743.93
2025-06-15,Maharashtra,Pune,Pune,Tomato,1800.82
2025-06-16,Maharashtra,Pune,Pune,Tomato,1752.14
2025-06-17,Maharashtra,Pune,Pune,Tomato,1778.79
2025-06-18,Maharashtra,Pune,Pune,Tomato,1558.17
2025-06-19,Maharashtra,Pune,Pune,Tomato,1962.27
2025-06-20,Maharashtra,Pune,Pune,Tomato,1772.62
2025-06-21,Maharashtra,Pune,Pune,Tomato,1749.85
2025-06-22,Maharashtra,Pune,Pune,Tomato,2031.58
2025-06-23,Maharashtra,Pune,Pune,Tomato,1699.08
2025-06-24,Maharashtra,Pune,Pune,Tomato,1631.82
2025-06-25,Maharashtra,Pune,Pune,Tomato,1472.76
2025-06-26,Maharashtra,Pune,Pune,Tomato,1981.4
2025-06-27,Maharashtra,Pune,Pune,Tomato,1647.27
2025-06-28,Maharashtra,Pune,Pune,Tomato,1643.53
2025-06-29,Maharashtra,Pune,Pune,Tomato,1649.7
2025-06-30,Maharashtra,Pune,Pune,Tomato,1800.97
2025-07-01,Maharashtra,Pune,Pune,Tomato,1740.83
2025-07-02,Maharashtra,Pune,Pune,Tomato,1695.82
2025-07-03,Maharashtra,Pune,Pune,Tomato,1816.16
2025-07-04,Maharashtra,Pune,Pune,Tomato,1715.02
2025-07-05,Maharashtra,Pune,Pune,Tomato,1757.15
2025-07-06,Maharashtra,Pune,Pune,Tomato,1670.99
2025-07-07,Maharashtra,Pune,Pune,Tomato,1722.19
2025-07-08,Maharashtra,Pune,Pune,Tomato,1735.53
2025-07-09,Maharashtra,Pune,Pune,Tomato,1746.11
2025-07-10,Maharashtra,Pune,Pune,Tomato,1705.35
2025-07-11,Maharashtra,Pune,Pune,Tomato,1853.46
2025-07-12,Maharashtra,Pune,Pune,Tomato,1701.57
2025-07-13,Maharashtra,Pune,Pune,Tomato,1512.22
2025-07-14,Maharashtra,Pune,Pune,Tomato,1542.45
2025-07-15,Maharashtra,Pune,Pune,Tomato,1609.18
2025-07-16,Maharashtra,Pune,Pune,Tomato,1766.84
2025-07-17,Maharashtra,Pune,Pune,Tomato,1699.9
2025-07-18,Maharashtra,Pune,Pune,Tomato,1587.31
2025-07-19,Maharashtra,Pune,Pune,Tomato,1692.23
2025-07-20,Maharashtra,Pune,Pune,Tomato,1623.11
2025-07-21,Maharashtra,Pune,Pune,Tomato,1582.59
2025-07-22,Maharashtra,Pune,Pune,Tomato,1675.98
2025-07-23,Maharashtra,Pune,Pune,Tomato,1751.61
2025-07-24,Maharashtra,Pune,Pune,Tomato,1624.63
2025-07-25,Maharashtra,Pune,Pune,Tomato,1633.48
2025-07-26,Maharashtra,Pune,Pune,Tomato,1538.58
2025-07-27,Maharashtra,Pune,Pune,Tomato,1663.02
2025-07-28,Maharashtra,Pune,Pune,Tomato,1694.28
2025-07-29,Maharashtra,Pune,Pune,Tomato,1516.33
2025-07-30,Maharashtra,Pune,Pune,Tomato,1582.93
2025-07-31,Maharashtra,Pune,Pune,Tomato,1840.94
2025-08-01,Maharashtra,Pune,Pune,Tomato,1740.97
2025-08-02,Maharashtra,Pune,Pune,Tomato,1684.58
2025-08-03,Maharashtra,Pune,Pune,Tomato,1431.77
2025-08-04,Maharashtra,Pune,Pune,Tomato,1587.68
2025-08-05,Maharashtra,Pune,Pune,Tomato,1428.55
2025-08-06,Maharashtra,Pune,Pune,Tomato,1460.91
2025-08-07,Maharashtra,Pune,Pune,Tomato,1605.67
2025-08-08,Maharashtra,Pune,Pune,Tomato,1589.65
2025-08-09,Maharashtra,Pune,Pune,Tomato,1586.71
2025-08-10,Maharashtra,Pune,Pune,Tomato,1384.93
2025-08-11,Maharashtra,Pune,Pune,Tomato,1595.18
2025-08-12,Maharashtra,Pune,Pune,Tomato,1626.16
2025-08-13,Maharashtra,Pune,Pune,Tomato,1352.19
2025-08-14,Maharashtra,Pune,Pune,Tomato,1735.05
2025-08-15,Maharashtra,Pune,Pune,Tomato,1543.16
2025-08-16,Maharashtra,Pune,Pune,Tomato,1686.41
2025-08-17,Maharashtra,Pune,Pune,Tomato,1513.47
2025-08-18,Maharashtra,Pune,Pune,Tomato,1479.16
2025-08-19,Maharashtra,Pune,Pune,Tomato,1469.38
2025-08-20,Maharashtra,Pune,Pune,Tomato,1677.93
2025-08-21,Maharashtra,Pune,Pune,Tomato,1465.34
2025-08-22,Maharashtra,Pune,Pune,Tomato,1685.73
2025-08-23,Maharashtra,Pune,Pune,Tomato,1694.05
2025-08-24,Maharashtra,Pune,Pune,Tomato,1579.14
2025-08-25,Maharashtra,Pune,Pune,Tomato,1697.59
2025-08-26,Maharashtra,Pune,Pune,Tomato,1418.19
2025-08-27,Maharashtra,Pune,Pune,Tomato,1633.05
2025-08-28,Maharashtra,Pune,Pune,Tomato,1576.37
2025-08-29,Maharashtra,Pune,Pune,Tomato,1739.02
2025-08-30,Maharashtra,Pune,Pune,Tomato,1556.69
2025-08-31,Maharashtra,Pune,Pune,Tomato,1449.1
2025-09-01,Maharashtra,Pune,Pune,Tomato,1578.88
2025-09-02,Maharashtra,Pune,Pune,Tomato,1409.39
2025-09-03,Maharashtra,Pune,Pune,Tomato,1367.26
2025-09-04,Maharashtra,Pune,Pune,Tomato,1517.96
2025-09-05,Maharashtra,Pune,Pune,Tomato,1656.75
2025-09-06,Maharashtra,Pune,Pune,Tomato,1696.06
2025-09-07,Maharashtra,Pune,Pune,Tomato,1489.95
2025-09-08,Maharashtra,Pune,Pune,Tomato,1568.82
2025-09-09,Maharashtra,Pune,Pune,Tomato,1311.82
2025-09-10,Maharashtra,Pune,Pune,Tomato,1460.63
2025-09-11,Maharashtra,Pune,Pune,Tomato,1533.54
2025-09-12,Maharashtra,Pune,Pune,Tomato,1565.93
2025-09-13,Maharashtra,Pune,Pune,Tomato,1545.9
2025-09-14,Maharashtra,Pune,Pune,Tomato,1541.82
2025-09-15,Maharashtra,Pune,Pune,Tomato,1384.72
2025-09-16,Maharashtra,Pune,Pune,Tomato,1457.03
2025-09-17,Maharashtra,Pune,Pune,Tomato,1496.26
2025-09-18,Maharashtra,Pune,Pune,Tomato,1457.99
2025-09-19,Maharashtra,Pune,Pune,Tomato,1560.43
2025-09-20,Maharashtra,Pune,Pune,Tomato,1516.49
2025-09-21,Maharashtra,Pune,Pune,Tomato,1449.51
2025-09-22,Maharashtra,Pune,Pune,Tomato,1428.77
2025-09-23,Maharashtra,Pune,Pune,Tomato,1447.47
2025-09-24,Maharashtra,Pune,Pune,Tomato,1452.91
2025-09-25,Maharashtra,Pune,Pune,Tomato,1695.42
2025-09-26,Maharashtra,Pune,Pune,Tomato,1442.56
2025-09-27,Maharashtra,Pune,Pune,Tomato,1453.48
2025-09-28,Maharashtra,Pune,Pune,Tomato,1751.12
2025-09-29,Maharashtra,Pune,Pune,Tomato,1321.97
2025-09-30,Maharashtra,Pune,Pune,Tomato,1303.82
2025-10-01,Maharashtra,Pune,Pune,Tomato,1576.37
2025-10-02,Maharashtra,Pune,Pune,Tomato,1331.78
2025-10-03,Maharashtra,Pune,Pune,Tomato,1547.5
2025-10-04,Maharashtra,Pune,Pune,Tomato,1763.79
2025-10-05,Maharashtra,Pune,Pune,Tomato,1310.15
2025-10-06,Maharashtra,Pune,Pune,Tomato,1230.86
2025-10-07,Maharashtra,Pune,Pune,Tomato,1292.87
2025-10-08,Maharashtra,Pune,Pune,Tomato,1598.73
2025-10-09,Maharashtra,Pune,Pune,Tomato,1687.13
2025-10-10,Maharashtra,Pune,Pune,Tomato,1522.99
2025-10-11,Maharashtra,Pune,Pune,Tomato,1613.77
2025-10-12,Maharashtra,Pune,Pune,Tomato,1619.56
2025-10-13,Maharashtra,Pune,Pune,Tomato,1616.08
2025-10-14,Maharashtra,Pune,Pune,Tomato,1427.25
2025-10-15,Maharashtra,Pune,Pune,Tomato,1269.12
2025-10-16,Maharashtra,Pune,Pune,Tomato,1483.18
2025-10-17,Maharashtra,Pune,Pune,Tomato,1542.43
2025-10-18,Maharashtra,Pune,Pune,Tomato,1522.56
2025-10-19,Maharashtra,Pune,Pune,Tomato,1467.01
2025-10-20,Maharashtra,Pune,Pune,Tomato,1560.58
2025-10-21,Maharashtra,Pune,Pune,Tomato,1594.36
2025-10-22,Maharashtra,Pune,Pune,Tomato,1507.01
2025-10-23,Maharashtra,Pune,Pune,Tomato,1709.18
2025-10-24,Maharashtra,Pune,Pune,Tomato,1644.31
2025-10-25,Maharashtra,Pune,Pune,Tomato,1572.12
2025-10-26,Maharashtra,Pune,Pune,Tomato,1596.1
2025-10-27,Maharashtra,Pune,Pune,Tomato,1469.01
2025-10-28,Maharashtra,Pune,Pune,Tomato,1691.83
2025-10-29,Maharashtra,Pune,Pune,Tomato,1386.29
2025-10-30,Maharashtra,Pune,Pune,Tomato,1546.61
2025-10-31,Maharashtra,Pune,Pune,Tomato,1607.81
2025-11-01,Maharashtra,Pune,Pune,Tomato,1631.84
2025-11-02,Maharashtra,Pune,Pune,Tomato,1653.45
2025-11-03,Maharashtra,Pune,Pune,Tomato,1476.88
2025-11-04,Maharashtra,Pune,Pune,Tomato,1348.2
2025-11-05,Maharashtra,Pune,Pune,Tomato,1653.26
2025-11-06,Maharashtra,Pune,Pune,Tomato,1711.33
2025-11-07,Maharashtra,Pune,Pune,Tomato,1420.39
2025-11-08,Maharashtra,Pune,Pune,Tomato,1604.3
2025-11-09,Maharashtra,Pune,Pune,Tomato,1368.4
2025-11-10,Maharashtra,Pune,Pune,Tomato,1430.6
2025-11-11,Maharashtra,Pune,Pune,Tomato,1422.92
2025-11-12,Maharashtra,Pune,Pune,Tomato,1673.92
2025-11-13,Maharashtra,Pune,Pune,Tomato,1663.28
2025-11-14,Maharashtra,Pune,Pune,Tomato,1518.71
2025-11-15,Maharashtra,Pune,Pune,Tomato,1729.97
2025-11-16,Maharashtra,Pune,Pune,Tomato,1407.05
2025-11-17,Maharashtra,Pune,Pune,Tomato,1559.59
2025-11-18,Maharashtra,Pune,Pune,Tomato,1455.57
2025-11-19,Maharashtra,Pune,Pune,Tomato,1569.0
2025-11-20,Maharashtra,Pune,Pune,Tomato,1736.47
2025-11-21,Maharashtra,Pune,Pune,Tomato,1758.99
2025-11-22,Maharashtra,Pune,Pune,Tomato,1812.53
2025-11-23,Maharashtra,Pune,Pune,Tomato,1581.89
2025-11-24,Maharashtra,Pune,Pune,Tomato,1584.29
2025-11-25,Maharashtra,Pune,Pune,Tomato,1522.68
2025-11-26,Maharashtra,Pune,Pune,Tomato,1659.86
2025-11-27,Maharashtra,Pune,Pune,Tomato,1760.06
2025-11-28,Maharashtra,Pune,Pune,Tomato,1716.08
2025-11-29,Maharashtra,Pune,Pune,Tomato,1474.78
2025-11-30,Maharashtra,Pune,Pune,Tomato,1658.17
2025-12-01,Maharashtra,Pune,Pune,Tomato,1620.36
2025-12-02,Maharashtra,Pune,Pune,Tomato,1524.24
2025-12-03,Maharashtra,Pune,Pune,Tomato,1519.97
2025-12-04,Maharashtra,Pune,Pune,Tomato,1920.0
2025-12-05,Maharashtra,Pune,Pune,Tomato,1821.87
2025-12-06,Maharashtra,Pune,Pune,Tomato,1693.05
2025-12-07,Maharashtra,Pune,Pune,Tomato,1520.71
2025-12-08,Maharashtra,Pune,Pune,Tomato,1518.38
2025-12-09,Maharashtra,Pune,Pune,Tomato,1780.85
2025-12-10,Maharashtra,Pune,Pune,Tomato,1719.69
2025-12-11,Maharashtra,Pune,Pune,Tomato,1706.51
2025-12-12,Maharashtra,Pune,Pune,Tomato,1860.66
2025-12-13,Maharashtra,Pune,Pune,Tomato,1655.2
2025-12-14,Maharashtra,Pune,Pune,Tomato,1862.66
2025-12-15,Maharashtra,Pune,Pune,Tomato,1799.37
2025-12-16,Maharashtra,Pune,Pune,Tomato,1610.83
2025-12-17,Maharashtra,Pune,Pune,Tomato,1661.52
2025-12-18,Maharashtra,Pune,Pune,Tomato,1479.27
2025-12-19,Maharashtra,Pune,Pune,Tomato,1643.23
2025-12-20,Maharashtra,Pune,Pune,Tomato,1623.34
2025-12-21,Maharashtra,Pune,Pune,Tomato,1736.52
2025-12-22,Maharashtra,Pune,Pune,Tomato,1639.26
2025-12-23,Maharashtra,Pune,Pune,Tomato,1539.5
2025-12-24,Maharashtra,Pune,Pune,Tomato,1738.96
2025-12-25,Maharashtra,Pune,Pune,Tomato,1914.0
2025-12-26,Maharashtra,Pune,Pune,Tomato,1940.39
2025-12-27,Maharashtra,Pune,Pune,Tomato,1585.18
2025-12-28,Maharashtra,Pune,Pune,Tomato,1740.01
2025-12-29,Maharashtra,Pune,Pune,Tomato,1546.4
2025-12-30,Maharashtra,Pune,Pune,Tomato,1844.1
2025-12-31,Maharashtra,Pune,Pune,Tomato,1909.8
2026-01-01,Maharashtra,Pune,Pune,Tomato,1768.06
2026-01-02,Maharashtra,Pune,Pune,Tomato,1807.29
2026-01-03,Maharashtra,Pune,Pune,Tomato,1805.56
2026-01-04,Maharashtra,Pune,Pune,Tomato,1509.16
2026-01-05,Maharashtra,Pune,Pune,Tomato,1788.25
2026-01-06,Maharashtra,Pune,Pune,Tomato,1736.14
2026-01-07,Maharashtra,Pune,Pune,Tomato,1972.64
2026-01-08,Maharashtra,Pune,Pune,Tomato,1776.85
2026-01-09,Maharashtra,Pune,Pune,Tomato,1863.79
2026-01-10,Maharashtra,Pune,Pune,Tomato,1702.59
